No,torch_tf_max_diff,torch_tf_mean_diff,torch_mindspore_max_diff,torch_mindspore_mean_diff,tf_mindspore_max_diff,tf_mindspore_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,tfjschrome_mindspore_max_diff,tfjschrome_mindspore_mean_diff,tfjschrome_tfjsmsedge_max_diff,tfjschrome_tfjsmsedge_mean_diff,tfjsmsedge_torch_max_diff,tfjsmsedge_torch_mean_diff,tfjsmsedge_tf_max_diff,tfjsmsedge_tf_mean_diff,tfjsmsedge_mindspore_max_diff,tfjsmsedge_mindspore_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
0,4.7683716e-06,4.0269276e-07,3.8146973e-06,4.149906e-07,3.8146973e-06,3.438607e-07,0.0,0.0,4.76837158203125e-06,4.0269273716946873e-07,3.814697265625e-06,4.1499059042674775e-07,0.0,0.0,0.0,0.0,4.76837158203125e-06,4.0269273716946873e-07,3.814697265625e-06,4.1499059042674775e-07,2.956390380859375e-06,2.79691076053607e-07,0:1 1:1 ,from:0 to:1 operator:6  ,0
1,3.8146973e-06,4.073476e-07,5.722046e-06,4.1821522e-07,3.8146973e-06,3.4703348e-07,0.0,0.0,3.814697265625e-06,4.0734760529760804e-07,5.7220458984375e-06,4.182152131724418e-07,0.0,0.0,0.0,0.0,3.814697265625e-06,4.0734760529760804e-07,5.7220458984375e-06,4.182152131724418e-07,3.24249267578125e-06,2.823721921899681e-07,0:1 1:1 ,from:0 to:1 operator:6  ,0
